time_step,time_days,iter,pavg_psia,oil_tx_stb_p_day,cum_oil_Mstb,wat_tx_stb_p_day,cum_w_Mstb,wor_stb_stb,gas_tx_Mcf_p_day,cum_gas_Mmcf,gor_stf_stb,case
1,1.0,2,5306.5,300.0,0.3,0.0,0.0,0.0,137.0,0.14,457.0,base7
2,2.0,1,5298.5,300.0,0.6,0.0,0.0,0.0,137.0,0.27,457.0,base7
3,3.5,1,5286.7,300.0,1.0,0.0,0.0,0.0,137.0,0.48,457.0,base7
4,5.8,1,5269.1,300.0,1.7,0.0,0.0,0.0,137.0,0.79,457.0,base7
5,9.1,1,5242.6,300.0,2.7,0.0,0.0,0.0,137.0,1.25,457.0,base7
6,14.2,1,5202.8,300.0,4.3,0.0,0.0,0.0,137.0,1.95,457.0,base7
7,21.8,1,5143.1,300.0,6.5,0.0,0.0,0.0,137.0,2.99,457.0,base7
8,33.2,1,5053.4,300.0,10.0,0.0,0.0,0.0,137.0,4.55,457.0,base7
9,34.2,2,4819.7,300.0,10.3,0.0,0.0,0.0,137.0,4.68,457.0,base7
10,35.2,1,4812.2,300.0,10.6,0.0,0.0,0.0,137.0,4.82,457.0,base7
11,36.7,1,4800.4,300.0,11.0,0.0,0.0,0.0,137.0,5.03,457.0,base7
12,38.9,1,4782.6,300.0,11.7,0.0,0.0,0.0,137.0,5.34,457.0,base7
13,42.3,1,4756.0,300.0,12.7,0.0,0.0,0.0,137.0,5.8,457.0,base7
14,47.4,1,4716.1,300.0,14.2,0.0,0.0,0.0,137.0,6.49,457.0,base7
15,55.0,1,4656.1,300.0,16.5,0.0,0.0,0.0,137.0,7.53,457.0,base7
16,66.3,1,4565.9,300.0,19.9,0.1,0.0,0.0,137.0,9.1,457.0,base7
17,67.3,2,4336.3,300.0,20.2,0.1,0.0,0.0,137.0,9.23,457.0,base7
18,68.3,1,4327.7,300.0,20.5,0.1,0.0,0.0,137.0,9.37,457.0,base7
19,69.8,1,4315.7,300.0,21.0,0.1,0.0,0.0,137.0,9.58,457.0,base7
20,72.1,1,4297.7,300.0,21.6,0.1,0.0,0.0,137.0,9.88,457.0,base7
21,75.5,1,4270.7,300.0,22.6,0.1,0.0,0.0,137.0,10.35,457.0,base7
22,80.5,1,4230.2,300.0,24.2,0.1,0.0,0.0,137.0,11.04,457.0,base7
23,88.1,1,4169.3,300.0,26.4,0.1,0.0,0.0,137.0,12.08,457.0,base7
24,99.5,1,4077.9,300.0,29.9,0.1,0.0,0.0,137.0,13.64,457.0,base7
25,100.5,2,3840.5,300.0,30.2,0.1,0.0,0.0,137.0,13.78,457.0,base7
26,101.5,1,3832.5,300.0,30.5,0.1,0.0,0.0,137.0,13.92,457.0,base7
