P,So,Sw,Sg,day,case
5382.0,0.88,0.12,0.0,0,base12
5382.0,0.88,0.12,0.0,0,base12
5382.0,0.88,0.12,0.0,0,base12
5382.0,0.88,0.12,0.0,0,base12
5382.0,0.88,0.12,0.0,0,base12
5382.0,0.88,0.12,0.0,0,base12
5382.0,0.88,0.12,0.0,0,base12
5382.0,0.88,0.12,0.0,0,base12
5382.0,0.88,0.12,0.0,0,base12
5382.0,0.88,0.12,0.0,0,base12
5382.0,0.88,0.12,0.0,0,base12
5382.0,0.88,0.12,0.0,0,base12
5382.0,0.88,0.12,0.0,0,base12
5382.0,0.88,0.12,0.0,0,base12
5382.0,0.88,0.12,0.0,0,base12
5382.0,0.88,0.12,0.0,0,base12
5382.0,0.88,0.12,0.0,0,base12
5382.0,0.88,0.12,0.0,0,base12
5382.0,0.88,0.12,0.0,0,base12
5382.0,0.88,0.12,0.0,0,base12
5382.0,0.88,0.12,0.0,0,base12
5382.0,0.88,0.12,0.0,0,base12
5382.0,0.88,0.12,0.0,0,base12
5382.0,0.88,0.12,0.0,0,base12
5382.0,0.88,0.12,0.0,0,base12
5382.0,0.88,0.12,0.0,0,base12
5382.0,0.88,0.12,0.0,0,base12
5382.0,0.88,0.12,0.0,0,base12
5382.0,0.88,0.12,0.0,0,base12
5382.0,0.88,0.12,0.0,0,base12
5382.0,0.88,0.12,0.0,0,base12
5382.0,0.88,0.12,0.0,0,base12
5382.0,0.88,0.12,0.0,0,base12
5382.0,0.88,0.12,0.0,0,base12
5382.0,0.88,0.12,0.0,0,base12
5382.0,0.88,0.12,0.0,0,base12
5382.0,0.88,0.12,0.0,0,base12
5382.0,0.88,0.12,0.0,0,base12
5382.0,0.88,0.12,0.0,0,base12
5382.0,0.88,0.12,0.0,0,base12
5382.0,0.88,0.12,0.0,0,base12
5382.0,0.88,0.12,0.0,0,base12
5382.0,0.88,0.12,0.0,0,base12
5382.0,0.88,0.12,0.0,0,base12
5382.0,0.88,0.12,0.0,0,base12
5382.0,0.88,0.12,0.0,0,base12
5382.0,0.88,0.12,0.0,0,base12
5382.0,0.88,0.12,0.0,0,base12
5382.0,0.88,0.12,0.0,0,base12
5382.0,0.88,0.12,0.0,0,base12
5382.0,0.88,0.12,0.0,0,base12
5382.0,0.88,0.12,0.0,0,base12
5382.0,0.88,0.12,0.0,0,base12
5382.0,0.88,0.12,0.0,0,base12
5382.0,0.88,0.12,0.0,0,base12
5382.0,0.88,0.12,0.0,0,base12
5382.0,0.88,0.12,0.0,0,base12
5382.0,0.88,0.12,0.0,0,base12
5382.0,0.88,0.12,0.0,0,base12
5382.0,0.88,0.12,0.0,0,base12
5382.0,0.88,0.12,0.0,0,base12
5382.0,0.88,0.12,0.0,0,base12
5382.0,0.88,0.12,0.0,0,base12
5382.0,0.88,0.12,0.0,0,base12
5382.0,0.88,0.12,0.0,0,base12
5382.0,0.88,0.12,0.0,0,base12
5382.0,0.88,0.12,0.0,0,base12
5382.0,0.88,0.12,0.0,0,base12
5382.0,0.88,0.12,0.0,0,base12
5382.0,0.88,0.12,0.0,0,base12
5382.0,0.88,0.12,0.0,0,base12
5382.0,0.88,0.12,0.0,0,base12
5382.0,0.88,0.12,0.0,0,base12
5382.0,0.88,0.12,0.0,0,base12
5382.0,0.88,0.12,0.0,0,base12
5382.0,0.88,0.12,0.0,0,base12
5382.0,0.88,0.12,0.0,0,base12
5382.0,0.88,0.12,0.0,0,base12
5382.0,0.88,0.12,0.0,0,base12
5382.0,0.88,0.12,0.0,0,base12
5382.0,0.88,0.12,0.0,0,base12
2086.0,0.826,0.1212,0.05285,365,base12
2085.0,0.8259,0.1212,0.05297,365,base12
2083.0,0.8256,0.1212,0.05319,365,base12
2081.0,0.8253,0.1212,0.05349,365,base12
2078.0,0.8251,0.1212,0.05373,365,base12
2076.0,0.8248,0.1212,0.05406,365,base12
2073.0,0.8244,0.1212,0.05441,365,base12
2071.0,0.8241,0.1212,0.05471,365,base12
2070.0,0.8239,0.1212,0.05488,365,base12
2085.0,0.8259,0.1212,0.05296,365,base12
2084.0,0.8257,0.1212,0.05309,365,base12
2082.0,0.8255,0.1212,0.05333,365,base12
2079.0,0.8252,0.1212,0.05366,365,base12
2077.0,0.8249,0.1212,0.05392,365,base12
2074.0,0.8245,0.1212,0.05428,365,base12
2071.0,0.8242,0.1212,0.05467,365,base12
2068.0,0.8238,0.1212,0.05501,365,base12
2067.0,0.8236,0.1212,0.05521,365,base12
2083.0,0.8257,0.1212,0.05317,365,base12
2082.0,0.8255,0.1212,0.05332,365,base12
2080.0,0.8252,0.1212,0.05359,365,base12
2076.0,0.8249,0.1212,0.05397,365,base12
2073.0,0.8246,0.1212,0.05426,365,base12
2070.0,0.8241,0.1212,0.05469,365,base12
2065.0,0.8237,0.1212,0.05516,365,base12
2062.0,0.8233,0.1212,0.05557,365,base12
2060.0,0.823,0.1212,0.05583,365,base12
2081.0,0.8254,0.1212,0.05345,365,base12
2079.0,0.8252,0.1212,0.05363,365,base12
2076.0,0.8249,0.1212,0.05395,365,base12
2072.0,0.8244,0.1212,0.0544,365,base12
2068.0,0.8241,0.1212,0.05474,365,base12
2063.0,0.8235,0.1212,0.05528,365,base12
2058.0,0.823,0.1212,0.05585,365,base12
2053.0,0.8225,0.1212,0.05637,365,base12
2050.0,0.8221,0.1212,0.0567,365,base12
2079.0,0.8252,0.1212,0.05367,365,base12
2077.0,0.825,0.1212,0.05387,365,base12
2073.0,0.8246,0.1212,0.05423,365,base12
2068.0,0.8241,0.1212,0.05472,365,base12
2063.0,0.8237,0.1212,0.05508,365,base12
2057.0,0.8231,0.1212,0.05568,365,base12
2050.0,0.8225,0.1212,0.05629,365,base12
2043.0,0.822,0.1212,0.05684,365,base12
2038.0,0.8216,0.1212,0.05722,365,base12
2077.0,0.8249,0.1212,0.05397,365,base12
2075.0,0.8246,0.1212,0.0542,365,base12
2070.0,0.8242,0.1212,0.05464,365,base12
2064.0,0.8236,0.1212,0.05525,365,base12
2058.0,0.8231,0.1212,0.05568,365,base12
2051.0,0.8224,0.1212,0.05647,365,base12
2040.0,0.8216,0.1212,0.05723,365,base12
2031.0,0.8209,0.1212,0.05794,365,base12
2024.0,0.8203,0.1212,0.05848,365,base12
2074.0,0.8245,0.1212,0.05429,365,base12
2072.0,0.8243,0.1212,0.05456,365,base12
2066.0,0.8238,0.1212,0.05507,365,base12
2058.0,0.823,0.1212,0.0558,365,base12
2050.0,0.8225,0.1212,0.05628,365,base12
2041.0,0.8216,0.1212,0.05721,365,base12
2026.0,0.8207,0.1212,0.05815,365,base12
2010.0,0.8196,0.1212,0.05925,365,base12
1998.0,0.8183,0.1212,0.06053,365,base12
2072.0,0.8243,0.1212,0.05456,365,base12
2069.0,0.8239,0.1212,0.05488,365,base12
